centre_protocol,position,a_major_fw,b_major_rv,c_minor_fw,d_minor_rv,sample_count,total_reads,p_combined,low_sample_flag,low_reads_flag,zero_cell_flag,low_expected_flag,pseudo_count_flag,underpowered_flag,q_value
SANG_ARTIC_3,14868,130,380,0,25,1,535,0.0012787814208084585,True,True,True,False,False,True,0.004263378348502973
SANG_ARTIC_3,15279,151124,83,14,0,15,151221,1.0,False,False,True,True,False,True,1.0
SANG_ARTIC_3,16176,22021,86348,2,10,22,108381,1.0,False,False,False,True,False,True,1.0
SANG_ARTIC_3,18584,0,528,0,20,1,548,1.0,True,True,True,True,False,True,1.0
SANG_ARTIC_3,18716,2140,0,260,0,1,2400,1.0,True,False,True,True,False,True,1.0
SANG_ARTIC_3,19300,933,1,83,0,2,1017,1.0,True,False,True,True,False,True,1.0
SANG_ARTIC_3,19529,28,66142,1,647,3,66818,0.24623431562402248,True,False,False,True,False,True,0.4887740850820992
SANG_ARTIC_3,20384,356044,595679,1918,10105,17,963746,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,20868,1058,96,13,0,1,1167,0.6162581671400094,True,False,True,True,False,True,1.0
SANG_ARTIC_3,23660,252916,441062,1313,3976,12,699267,1.905370379281673e-72,False,False,False,False,False,False,1.7101785277233386e-71
SANG_ARTIC_3,24551,258,0,41,0,1,299,1.0,True,True,True,True,False,True,1.0
SANG_ARTIC_3,24860,3159,0,24,0,1,3183,1.0,True,False,True,True,False,True,1.0
SANG_ARTIC_3,24914,373648,415281,2215,1317,28,792461,1.6384155184379027e-74,False,False,False,False,False,False,1.4936820383972345e-73
SANG_ARTIC_3,25202,287,170671,5,44742,45,215705,1.254065044083053e-22,False,False,False,False,False,False,7.590502424977162e-22
SANG_ARTIC_3,25407,39177,5,801,0,3,39983,1.0,True,False,True,True,False,True,1.0
SANG_ARTIC_3,25505,6750,652059,22,16238,31,675069,1.658649052620124e-44,False,False,False,False,False,False,1.2352452606742572e-43
SANG_ARTIC_3,26125,2213,1246398,16,40860,49,1289487,4.054781308317136e-15,False,False,False,False,False,False,2.2091843588863802e-14
SANG_ARTIC_3,27383,208,17143,2,370,2,17723,0.33353720813258886,True,False,False,True,False,True,0.6257441886021097
SANG_ARTIC_3,28111,239047,46491,50,10,19,285598,0.8622988409500106,False,False,False,False,False,False,1.0
SANG_ARTIC_3,28223,1578,0,167,0,1,1745,1.0,True,False,True,True,False,True,1.0
SANG_ARTIC_3,28280,551275,540815,1663,3010,35,1096763,7.094868834538985e-93,False,False,False,False,False,False,7.14152002687568e-92
SANG_ARTIC_3,28281,252070,243310,174,716,20,496270,6.5150994931647056e-83,False,False,False,False,False,False,6.195809026200292e-82
SANG_ARTIC_3,28282,251893,243197,105,572,20,495767,2.1623373040899055e-82,False,False,False,False,False,False,2.0475327977387404e-81
SANG_ARTIC_3,28881,189843,264635,2505,2779,50,459762,2.1628449128022776e-16,False,False,False,False,False,False,1.2033759025192683e-15
SANG_ARTIC_3,28882,170318,243698,850,1446,49,416312,6.330134961967068e-05,False,False,False,False,False,False,0.00024335803122009427
SANG_ARTIC_3,28883,170696,246142,723,1504,49,419065,2.2134594543564186e-16,False,False,False,False,False,False,1.2309157470189931e-15
SANG_ARTIC_3,322,117905,2231,513,1,5,120650,0.0014565033178725777,True,False,False,False,False,True,0.004807900440129246
SANG_ARTIC_3,508,1192767,563849,52030,18277,40,1826923,3.9310507599502524e-263,False,False,False,False,False,False,7.522229422946473e-262
SANG_ARTIC_3,841,58325,59174,523,565,8,118587,0.3148512137444035,True,False,False,False,False,True,0.5952656849044695
SANG_ARTIC_3,2075,11753,23017,50,253,2,35073,2.412412849844608e-11,True,False,False,False,False,True,1.215247460282782e-10
SANG_ARTIC_3,3111,0,568,0,82,1,650,1.0,True,True,True,True,False,True,1.0
SANG_ARTIC_3,8209,2,680,0,126,1,808,1.0,True,True,True,True,False,True,1.0
SANG_ARTIC_3,8416,328653,640,4601,6,6,333900,0.39971773265437127,True,False,False,False,False,True,0.7222440736584395
SANG_ARTIC_3,8478,1381,354345,3,10791,30,366520,2.7704698796434807e-14,False,False,False,False,False,False,1.4830558044405267e-13
SANG_ARTIC_3,9843,186224,416491,314,1738,12,604767,1.8891650595594234e-59,False,False,False,False,False,False,1.5573954589726227e-58
SANG_ARTIC_3,10078,133749,22254,521,262,10,156786,1.9917067408918195e-41,False,False,False,False,False,False,1.4490159536706028e-40
SANG_ARTIC_3,10239,525245,3923,1325,4545,25,535038,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,10252,892233,442958,6130,7915,24,1349236,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,10266,983065,978627,7223,12887,32,1981802,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,10282,386196,726609,2450,11517,13,1126772,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,10324,504,417340,13,1984,10,419841,1.7610769776339855e-06,False,False,False,True,False,True,7.48576569513374e-06
SANG_ARTIC_3,12010,597121,2724,10981,55,11,610881,0.47507052326113386,False,False,False,False,False,False,0.8213689893936027
SANG_ARTIC_3,12053,1275239,573741,13980,4188,24,1867148,5.133871200399146e-125,False,False,False,False,False,False,6.0261478563151645e-124
SANG_ARTIC_3,12055,1059172,559951,30813,10482,15,1660418,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,12062,1450494,1525630,19110,7692,42,3002926,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,13042,29166,352,165,0,1,29683,0.2724410969127852,True,False,True,True,False,True,0.5288562469483477
SANG_ARTIC_3,13118,257003,66,1572,1,5,258642,0.33553611283968693,True,False,False,True,False,True,0.6286382858607903
SANG_ARTIC_3,13142,638619,1290,9413,1,20,649323,2.6358581093692685e-07,False,False,False,False,False,False,1.1686415157469059e-06
SANG_ARTIC_3,13184,732613,371891,5687,4906,24,1115097,1.3982079593231706e-157,False,False,False,False,False,False,1.8771069583020688e-156
SANG_ARTIC_3,13187,719092,696561,15664,7398,27,1438715,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,13201,668883,668118,3966,5556,23,1346523,6.299272805815609e-60,False,False,False,False,False,False,5.220344726744334e-59
SANG_ARTIC_3,13204,741626,749110,22504,6668,31,1519908,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,13210,349494,636591,5248,11805,20,1003138,2.332523501806055e-37,False,False,False,False,False,False,1.6364782964294297e-36
SANG_ARTIC_3,13222,467625,760676,6903,15185,28,1250389,1.399849076512264e-97,False,False,False,False,False,False,1.4514709803685956e-96
SANG_ARTIC_3,13247,685,516126,1,4177,9,520989,0.05075422232988054,True,False,False,False,False,True,0.12610753798916666
SANG_ARTIC_3,13284,102,508157,0,9303,9,517562,0.26956305098137023,True,False,True,True,False,True,0.525119114159891
SANG_ARTIC_3,13292,2037,36716,24,138,2,38915,5.034544716103054e-06,True,False,False,False,False,True,2.079863263151719e-05
SANG_ARTIC_3,13384,81,28252,0,119,1,28452,1.0,True,False,True,True,False,True,1.0
SANG_ARTIC_3,13759,420435,2054,13176,2,32,435667,1.0959609251400223e-24,False,False,False,False,False,False,6.763539371160876e-24
SANG_ARTIC_3,13824,1168,180872,1,16048,45,198089,2.2071915646279784e-41,False,False,False,False,False,False,1.604727270800104e-40
SANG_ARTIC_3,13914,1,8631,0,100,2,8732,1.0,True,False,True,True,False,True,1.0
SANG_ARTIC_3,14018,4375,0,317,0,1,4692,1.0,True,False,True,True,False,True,1.0
SANG_ARTIC_3,14147,2515,883172,13,16425,42,902125,1.573827409586371e-08,False,False,False,False,False,False,7.319293547873832e-08
SANG_ARTIC_3,14562,465,1180,0,17,1,1662,0.005306557467693202,True,False,True,True,False,True,0.01613041268861403
SANG_ARTIC_3,15682,214038,132132,2629,413,11,349212,1.685923728466504e-197,False,False,False,False,False,False,2.643278995043785e-196
SANG_ARTIC_3,15761,35,30602,3,425,2,31065,0.015335242042897521,True,False,False,True,False,True,0.042965185001732714
SANG_ARTIC_3,18106,59716,171,1084,7,5,60978,0.041934812222412916,True,False,False,True,False,True,0.10635193288436152
SANG_ARTIC_3,18599,6213,208,56,0,1,6477,0.26389366428862177,True,False,True,True,False,True,0.5167233909733859
SANG_ARTIC_3,18781,813984,792374,5304,10228,31,1621890,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,21317,307,416918,1,8130,17,425356,0.03496167228035875,False,False,False,False,False,False,0.09095695430366188
SANG_ARTIC_3,21718,4140,3,1,0,1,4144,1.0,True,False,True,True,False,True,1.0
SANG_ARTIC_3,21826,338738,157833,9152,1971,19,507694,2.4056384534836596e-242,False,False,False,False,False,False,4.41180483099782e-241
SANG_ARTIC_3,21837,52677,25756,248,1250,4,79931,0.0,True,False,False,False,False,True,0.0
SANG_ARTIC_3,22291,45,87,0,17,1,149,0.0017491517349354604,True,True,True,False,False,True,0.005728883533057834
SANG_ARTIC_3,22727,579764,1127500,17678,7729,33,1732671,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,22743,1978,407624,5,13173,26,422780,7.53430910728315e-21,False,False,False,False,False,False,4.46708741153711e-20
SANG_ARTIC_3,22948,494473,491,14699,1,16,509664,1.8169920503585866e-05,False,False,False,False,False,False,7.248239731832191e-05
SANG_ARTIC_3,22952,466686,617,10604,2,12,477909,0.00018298280680452048,False,False,False,False,False,False,0.000678156185810163
SANG_ARTIC_3,22968,578033,5660,5388,18,20,589099,8.013598973722469e-08,False,False,False,False,False,False,3.628836807246058e-07
SANG_ARTIC_3,22986,479264,2097,5404,3,14,486768,3.212011034185328e-07,False,False,False,False,False,False,1.4172452209283702e-06
SANG_ARTIC_3,23015,325486,594540,3747,10721,29,934494,5.7191531572339345e-130,False,False,False,False,False,False,6.851794141199177e-129
SANG_ARTIC_3,23016,300925,553119,2760,6516,23,863320,9.043182104223566e-29,False,False,False,False,False,False,5.845979657052912e-28
SANG_ARTIC_3,23023,6956,677449,125,14910,31,699440,0.0234821207670737,False,False,False,False,False,False,0.0637016822777963
SANG_ARTIC_3,23031,1793,397516,11,12196,31,411516,2.5316374617058602e-12,False,False,False,False,False,False,1.3057420731362653e-11
SANG_ARTIC_3,23058,1244,535715,22,5401,18,542382,0.014868537983055392,False,False,False,False,False,False,0.0418277247700961
SANG_ARTIC_3,23064,766,455217,4,15478,28,471465,2.6651293105223865e-07,False,False,False,False,False,False,1.1811441600553978e-06
SANG_ARTIC_3,23403,106373,2334596,21,917,75,2441907,0.0007371044177656844,False,False,False,False,False,False,0.0025500203680519063
SANG_ARTIC_3,24880,833653,830270,17690,8672,16,1690285,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,25455,1193086,558307,20106,4190,27,1775689,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,25466,1264655,599010,14512,3727,31,1881904,8.80493129157774e-270,False,False,False,False,False,False,1.7116041039818316e-268
SANG_ARTIC_3,25477,107845,109249,1794,382,8,219270,5.785873988608429e-220,True,False,False,False,False,True,9.751055520251086e-219
SANG_ARTIC_3,25496,710641,1266912,13627,21103,34,2012283,1.4446204602878157e-36,False,False,False,False,False,False,1.007759918562804e-35
SANG_ARTIC_3,25528,3140,1106731,11,14020,20,1123902,1.9276566423054897e-07,False,False,False,False,False,False,8.594915659988312e-07
SANG_ARTIC_3,26359,356033,1592,9831,94,12,367550,1.2616432157396575e-10,False,False,False,False,False,False,6.221848556546982e-10
SANG_ARTIC_3,26650,490366,1232,19912,4,31,511514,3.143165411890738e-16,False,False,False,False,False,False,1.7435314126753755e-15
SANG_ARTIC_3,26656,363721,1090,12349,0,18,377160,3.5800881946314543e-16,False,False,True,False,False,True,1.983898043299542e-15
SANG_ARTIC_3,26692,144002,3387,4245,56,10,151690,4.462500386497215e-06,False,False,False,False,False,False,1.8490856864651242e-05
SANG_ARTIC_3,26716,699780,683115,11485,20612,28,1414992,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,26732,354000,652238,13469,6920,22,1026627,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,26761,2049,578661,8,30342,50,611060,2.1668967433807774e-34,False,False,False,False,False,False,1.474292339848329e-33
SANG_ARTIC_3,26765,336,17996,0,526,2,18858,0.0001439619004335975,True,False,True,False,False,True,0.000537698429881095
SANG_ARTIC_3,26776,843,525788,1,11398,18,538030,4.938667295870391e-07,False,False,False,False,False,False,2.158366016458503e-06
SANG_ARTIC_3,27339,841069,855667,6639,22091,20,1725466,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,27350,854531,1282635,12652,10931,43,2160749,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,27361,547947,1010688,13387,5719,30,1577741,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,27373,9178,1197667,148,30735,38,1237728,2.2322692808214647e-09,False,False,False,False,False,False,1.0632701820749431e-08
SANG_ARTIC_3,28556,91773,358,1201,2,6,93334,0.3418842422608902,True,False,False,True,False,True,0.6371741829894372
SANG_ARTIC_3,28592,177714,325233,5127,1966,15,510040,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,354,12160,35,529,1,2,12725,1.0,True,False,False,True,False,True,1.0
SANG_ARTIC_3,507,997186,453384,8069,19256,22,1477895,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,519,653905,324482,12325,3721,10,994433,4.462343187948622e-166,False,False,False,False,False,False,6.140317929783984e-165
SANG_ARTIC_3,544,4819,388983,19,11708,26,405529,2.0145102501582685e-38,False,False,False,False,False,False,1.4224171670239868e-37
SANG_ARTIC_3,549,5651,515670,136,11618,25,533075,0.444026084287536,False,False,False,False,False,False,0.7758490014294898
SANG_ARTIC_3,606,634,992428,0,18524,25,1011586,1.7926515219462164e-05,False,False,True,False,False,True,7.153731019149601e-05
SANG_ARTIC_3,827,527200,265954,4904,10822,10,808880,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,831,764649,744357,13000,27309,29,1549315,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,833,585862,567342,6694,29708,17,1189606,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,906,6681,60111,43,740,4,67575,8.081192717460404e-06,True,False,False,False,False,True,3.292824625946343e-05
SANG_ARTIC_3,1072,533369,573,22256,4,28,556202,1.922549262726273e-06,False,False,False,False,False,False,8.150129989911147e-06
SANG_ARTIC_3,1208,668,479386,0,15223,27,495277,1.5663005303948798e-09,False,False,True,False,False,True,7.505984541744506e-09
SANG_ARTIC_3,1413,638229,1472,6823,5,14,646529,0.0031681623639940888,False,False,False,False,False,False,0.009920308402256491
SANG_ARTIC_3,1440,700722,303142,8320,2874,17,1015058,6.976007249266523e-26,False,False,False,False,False,False,4.366243719557957e-25
SANG_ARTIC_3,1441,672644,324729,3568,7673,16,1008614,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,1455,495990,753435,6844,21633,23,1277902,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,1469,245,65705,1,1153,3,67104,0.13803075113289998,True,False,False,True,False,True,0.30048882855753967
SANG_ARTIC_3,1476,1254,642364,5,28681,42,672304,1.547416760693778e-17,False,False,False,False,False,False,8.787031188236384e-17
SANG_ARTIC_3,1679,889492,606,10451,2,18,900551,0.05542642405246434,False,False,False,False,False,False,0.13609045353224816
SANG_ARTIC_3,1719,716105,623,11634,2,15,728364,0.005776586995506414,False,False,False,False,False,False,0.017438932310181236
SANG_ARTIC_3,1729,791587,6367,3815,186,14,801955,4.000024594644544e-78,False,False,False,False,False,False,3.7142604113034684e-77
SANG_ARTIC_3,1747,980542,448831,5409,12153,30,1446935,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,1748,867339,416429,6765,5995,21,1296528,5.83697539343163e-252,False,False,False,False,False,False,1.0922774666621975e-250
SANG_ARTIC_3,1757,904657,444735,21145,5573,27,1376110,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,1758,867329,423290,7478,4074,22,1302171,2.2198847096871075e-08,False,False,False,False,False,False,1.0263242143528228e-07
SANG_ARTIC_3,1766,853510,859633,7585,7009,20,1727737,2.323217163053019e-07,False,False,False,False,False,False,1.031272636776898e-06
SANG_ARTIC_3,1775,558082,962743,7451,5366,28,1533642,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,1780,452204,886176,10972,3815,24,1353167,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,1785,394237,676611,3476,9156,22,1083480,2.3001557813290428e-107,False,False,False,False,False,False,2.5026966457856574e-106
SANG_ARTIC_3,1818,218,847595,0,23812,24,871625,0.005323753116957422,False,False,True,False,False,True,0.01617822080372338
SANG_ARTIC_3,2046,1252026,563011,16687,22888,20,1854612,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,2049,1091179,507047,13245,12901,14,1624372,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,2139,1466,454792,19,6701,3,462978,0.6638406253319672,True,False,False,False,False,True,1.0
SANG_ARTIC_3,2156,1857,1615697,4,16491,36,1634049,9.934830878853947e-05,False,False,False,False,False,False,0.00037681247744916795
SANG_ARTIC_3,2346,435519,1473,12754,5,18,449751,9.278623141029268e-13,False,False,False,False,False,False,4.81265808284351e-12
SANG_ARTIC_3,2370,452929,4648,7911,62,19,465550,0.03645988734126217,False,False,False,False,False,False,0.0943556887239708
SANG_ARTIC_3,2729,1987,849585,21,43274,46,894867,4.357491160319635e-21,False,False,False,False,False,False,2.5947200199374945e-20
SANG_ARTIC_3,2730,1114,654959,1,34710,36,690784,1.0979796544982372e-23,False,False,False,False,False,False,6.712108570094049e-23
SANG_ARTIC_3,2985,151379,1272,2801,4,5,155456,2.274789274017157e-06,True,False,False,False,False,True,9.621154020804723e-06
SANG_ARTIC_3,3024,531690,556302,19884,4529,19,1112405,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,3354,564800,753910,5164,15684,43,1339558,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,3426,13,6035,0,308,1,6356,1.0,True,False,True,True,False,True,1.0
SANG_ARTIC_3,3656,959361,892381,6369,18796,21,1876907,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,3666,374636,625818,3989,15126,33,1019569,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,4456,23782,125,446,2,2,24355,1.0,True,False,False,True,False,True,1.0
SANG_ARTIC_3,4475,441399,211918,3920,7547,19,664784,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,4487,574352,274024,7122,10637,31,866135,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,4547,1,1639,0,159,1,1799,1.0,True,False,True,True,False,True,1.0
SANG_ARTIC_3,4810,852831,422986,12184,5342,23,1293343,5.634294611951248e-14,False,False,False,False,False,False,2.994271707469945e-13
SANG_ARTIC_3,4815,596683,273237,5159,891,11,875970,1.4417014103954055e-195,False,False,False,False,False,False,2.247585989445284e-194
SANG_ARTIC_3,4817,756465,674742,3957,9147,15,1444311,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,4818,769270,769101,11923,3068,18,1553362,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,4820,792038,787449,2567,8726,16,1590780,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,4827,953807,966138,10451,3476,30,1933872,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,4834,787829,806380,13501,17347,19,1625057,2.4898289843574978e-86,False,False,False,False,False,False,2.4136231368151575e-85
SANG_ARTIC_3,4835,857796,869296,6599,16319,27,1750010,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,5108,1048507,428766,9674,12101,32,1499048,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,5109,971190,435016,6252,11067,28,1423525,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,5115,856851,400973,8140,6959,21,1272923,8.850663530086416e-286,False,False,False,False,False,False,1.7998526462843632e-284
SANG_ARTIC_3,5123,1049872,1032478,11111,12778,32,2106239,3.099157971790755e-33,False,False,False,False,False,False,2.0841317367344543e-32
SANG_ARTIC_3,5129,1034550,1033902,20317,13083,34,2101852,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,5130,1145119,1139034,27212,25338,51,2336703,7.475324077098303e-14,False,False,False,False,False,False,3.9669245054298263e-13
SANG_ARTIC_3,5135,951953,955406,13285,6580,28,1927224,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,5147,436308,736399,3967,9596,15,1186270,8.300926856350087e-84,False,False,False,False,False,False,7.948984866263306e-83
SANG_ARTIC_3,5148,498709,875139,9002,4610,21,1387460,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,5155,506335,853947,5597,5482,22,1371361,1.454714486148655e-176,False,False,False,False,False,False,2.1069465264560417e-175
SANG_ARTIC_3,5156,523986,918574,9454,9313,26,1461327,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,5157,260808,392893,1638,6454,14,661793,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,5167,2435,750414,11,6492,17,759352,0.027046467469776625,False,False,False,False,False,False,0.07201362785623334
SANG_ARTIC_3,5180,1283,747572,2,5376,16,754233,0.011432744705462764,False,False,False,False,False,False,0.032824097979580774
SANG_ARTIC_3,6056,431486,203282,5310,2576,23,642654,0.22471309223125524,False,False,False,False,False,False,0.45225444630180095
SANG_ARTIC_3,6062,357869,171998,2535,3423,14,535825,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,6077,288693,477186,7487,5569,30,778935,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,6078,245206,442523,8012,3806,25,699547,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,6102,2269,480126,37,8626,31,491058,0.6339366551698403,False,False,False,False,False,False,1.0
SANG_ARTIC_3,6609,614100,1996,14410,6,35,630512,2.2264436067937594e-13,False,False,False,False,False,False,1.1691215547442028e-12
SANG_ARTIC_3,6628,503474,2854,8710,15,24,515053,2.535938383987474e-08,False,False,False,False,False,False,1.1675485742819523e-07
SANG_ARTIC_3,6647,284698,1122,5409,2,26,291231,3.4592492063119553e-07,False,False,False,False,False,False,1.5238946743393433e-06
SANG_ARTIC_3,6651,506926,4695,7315,38,23,518974,0.00015398129362886008,False,False,False,False,False,False,0.0005743424089263269
SANG_ARTIC_3,6665,440284,225230,15866,3836,20,685216,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,6670,296973,234929,3422,8833,29,544157,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,6680,279990,518221,8539,6435,29,813185,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,6890,213217,1339,6071,5,7,220632,8.420570680609077e-11,True,False,False,False,False,True,4.1675586008833966e-10
SANG_ARTIC_3,6901,747490,360362,7560,6419,13,1121831,4.942750279410455e-234,False,False,False,False,False,False,8.815371129395152e-233
SANG_ARTIC_3,6902,928795,445433,8093,14873,23,1397194,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,6906,899287,432606,8815,21138,21,1361846,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,6919,1111022,1192985,11153,20600,40,2335760,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,6922,666329,1114449,12791,14574,34,1808143,8.640713201654507e-214,False,False,False,False,False,False,1.4235865606672043e-212
SANG_ARTIC_3,6924,608331,1103110,5615,15218,33,1732274,1.1262367434866185e-152,False,False,False,False,False,False,1.4830802134658913e-151
SANG_ARTIC_3,6936,746762,1254722,13510,37977,47,2052971,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,6941,7907,1166072,127,23270,39,1197376,0.015150190816488641,False,False,False,False,False,False,0.04250073891049575
SANG_ARTIC_3,6943,2863,808156,21,22835,50,833875,8.96965668990171e-15,False,False,False,False,False,False,4.853390085228112e-14
SANG_ARTIC_3,6961,3107,1108162,45,17328,32,1128642,0.6639174477539114,False,False,False,False,False,False,1.0
SANG_ARTIC_3,6967,16,16688,2,1577,1,18283,0.6651525572760095,True,False,False,True,False,True,1.0
SANG_ARTIC_3,6974,2008,918372,23,11524,19,931927,0.7629640351240234,False,False,False,False,False,False,1.0
SANG_ARTIC_3,6983,1605,860737,19,13032,20,875393,0.3547668063159637,False,False,False,False,False,False,0.6566313583903529
SANG_ARTIC_3,6990,1492,801754,33,33684,35,836963,8.487238018714023e-05,False,False,False,False,False,False,0.0003235777843039293
SANG_ARTIC_3,7116,455077,409285,527,2170,4,867059,3.0793378445453565e-274,True,False,False,False,False,True,6.0934401656335584e-273
SANG_ARTIC_3,7213,1007436,512018,16588,17770,30,1553812,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,7460,917564,2515,12532,20,34,932631,0.012042313459081837,False,False,False,False,False,False,0.03442177877230291
SANG_ARTIC_3,7469,731211,2623,18429,4,48,752267,9.191182508679187e-23,False,False,False,False,False,False,5.5754107655840395e-22
SANG_ARTIC_3,7482,862574,395173,10776,3851,31,1272374,6.405690188633261e-41,False,False,False,False,False,False,4.632776723039095e-40
SANG_ARTIC_3,7485,686023,356939,7737,3897,23,1054596,0.10084138808208548,False,False,False,False,False,False,0.23026181467593665
SANG_ARTIC_3,7488,942203,390173,14931,9052,36,1356359,1.5018644417622873e-170,False,False,False,False,False,False,2.1033735549052008e-169
SANG_ARTIC_3,7500,816326,820878,4729,9366,29,1651299,0.0,False,False,False,False,False,False,0.0
SANG_ARTIC_3,7504,932074,950809,12578,9861,40,1905322,6.21403107185062e-85,False,False,False,False,False,False,5.99221788923338e-84
SANG_ARTIC_3,7508,536934,877382,6961,9601,32,1430878,1.7626326079030266e-26,False,False,False,False,False,False,1.1101563773889807e-25
