centre_protocol,position,a_major_fw,b_major_rv,c_minor_fw,d_minor_rv,sample_count,total_reads,p_combined,low_sample_flag,low_reads_flag,zero_cell_flag,low_expected_flag,pseudo_count_flag,underpowered_flag,q_value
NORT_ARTIC_4,1977,2275,845,16,8,2,3144,0.49312546377842337,True,False,False,False,False,True,1.0
NORT_ARTIC_4,2832,6704,42182,196,125,80,49207,4.296578363621853e-85,False,False,False,False,False,False,2.222942230878856e-82
NORT_ARTIC_4,3126,314,299,4,4,1,621,1.0,True,True,False,True,False,True,1.0
NORT_ARTIC_4,3241,18171,9003,56,31,19,27261,0.6485500918388385,False,False,False,False,False,False,1.0
NORT_ARTIC_4,3547,411,93,6,2,1,512,0.645604564922625,True,True,False,True,False,True,1.0
NORT_ARTIC_4,5218,2115,9808,15,57,5,11995,0.5350596227409061,True,False,False,False,False,True,1.0
NORT_ARTIC_4,5282,1329,774,17,6,2,2126,0.38542630868030703,True,False,False,False,False,True,1.0
NORT_ARTIC_4,5286,628,299,9,2,1,938,0.5177498284799746,True,True,False,True,False,True,1.0
NORT_ARTIC_4,5545,111,682,2,7,1,802,0.3690827696863663,True,True,False,True,False,True,1.0
NORT_ARTIC_4,5924,8663,11434,18,33,18,20148,0.3217728470338914,False,False,False,False,False,False,1.0
NORT_ARTIC_4,7330,59,213,2,5,1,279,0.6494532570240225,True,True,False,True,False,True,1.0
NORT_ARTIC_4,7683,19645,45352,131,291,19,65419,0.709987309371738,False,False,False,False,False,False,1.0
NORT_ARTIC_4,7773,299,52,8,2,1,361,0.6494248577658438,True,True,False,True,False,True,1.0
NORT_ARTIC_4,8436,9324,2170,67,23,6,11584,0.10657958020454339,True,False,False,False,False,True,1.0
NORT_ARTIC_4,9704,4105,9373,32,63,4,13573,0.5030457374332011,True,False,False,False,False,True,1.0
NORT_ARTIC_4,10029,24547,65029,83,221,96,89880,1.0,False,False,False,False,False,False,1.0
NORT_ARTIC_4,10168,3717,1039,35,11,2,4802,0.7210034787402966,True,False,False,False,False,True,1.0
NORT_ARTIC_4,10171,3160,727,22,11,3,3920,0.042408339541907765,True,False,False,False,False,True,0.9552045103855041
NORT_ARTIC_4,11550,146,430,2,9,1,587,0.7386691231647864,True,True,False,True,False,True,1.0
NORT_ARTIC_4,12273,28940,36818,241,308,23,66307,0.965598573116087,False,False,False,False,False,False,1.0
NORT_ARTIC_4,12335,396,62,7,0,1,465,0.6013279238393785,True,True,True,True,False,True,1.0
NORT_ARTIC_4,12603,19422,15735,119,95,8,35371,0.9450923168368042,True,False,False,False,False,True,1.0
NORT_ARTIC_4,12935,353,80,5,3,1,441,0.1760690207911529,True,True,False,True,False,True,1.0
NORT_ARTIC_4,13065,124,214,3,4,1,345,0.7112745847062569,True,True,False,True,False,True,1.0
NORT_ARTIC_4,13229,599,308,9,3,1,919,0.7601627961576769,True,True,False,True,False,True,1.0
NORT_ARTIC_4,13478,42,399,1,6,1,448,0.5090295266956039,True,True,False,True,False,True,1.0
NORT_ARTIC_4,13719,11,27,2,2,1,42,0.575609756097561,True,True,False,True,False,True,1.0
NORT_ARTIC_4,13873,1728,587,18,9,2,2342,0.3740819025349153,True,False,False,False,False,True,1.0
NORT_ARTIC_4,14348,36,97,3,3,1,139,0.34943559113882916,True,True,False,True,False,True,1.0
NORT_ARTIC_4,14504,302,144,5,2,1,453,1.0,True,True,False,True,False,True,1.0
NORT_ARTIC_4,14797,142,45,3,3,1,193,0.1642328599079556,True,True,False,True,False,True,1.0
NORT_ARTIC_4,15090,5400,1682,42,24,4,7148,0.02027363078413345,True,False,False,False,False,True,0.6334597037339585
NORT_ARTIC_4,15971,1621,476,15,10,2,2122,0.05331431003002944,True,False,False,False,False,True,0.9880974014839219
NORT_ARTIC_4,16312,1250,1410,10,11,2,2681,1.0,True,False,False,False,False,True,1.0
NORT_ARTIC_4,16717,7006,5461,38,28,3,12533,0.9012056491192203,True,False,False,False,False,True,1.0
NORT_ARTIC_4,16727,8999,6089,45,37,3,15170,0.42972545790302114,True,False,False,False,False,True,1.0
NORT_ARTIC_4,16935,339,361,9,2,1,711,0.03375161878776192,True,True,False,False,False,True,0.8676891314443889
NORT_ARTIC_4,17426,4093,950,31,11,3,5085,0.23454281104702437,True,False,False,False,False,True,1.0
NORT_ARTIC_4,18476,202,344,2,6,1,554,0.7165245853308047,True,True,False,True,False,True,1.0
NORT_ARTIC_4,18495,225,588,2,17,1,832,0.12019799518657824,True,True,False,False,False,True,1.0
NORT_ARTIC_4,18952,418,158,5,4,1,585,0.2707874132744108,True,True,False,True,False,True,1.0
NORT_ARTIC_4,19045,231,176,3,3,1,413,1.0,True,True,False,True,False,True,1.0
NORT_ARTIC_4,19105,165,202,4,3,1,374,0.7058026575888989,True,True,False,True,False,True,1.0
NORT_ARTIC_4,20519,10469,2361,72,24,7,12926,0.11174281831916807,True,False,False,False,False,True,1.0
NORT_ARTIC_4,21575,1745,2264,118,166,3,4293,0.5359511262597687,True,False,False,False,False,True,1.0
NORT_ARTIC_4,21597,314,308,3,10,1,635,0.0889892297701,True,True,False,False,False,True,1.0
NORT_ARTIC_4,22033,215,70,6,1,1,292,1.0,True,True,False,True,False,True,1.0
NORT_ARTIC_4,22490,5997,1585,33,15,2,7630,0.10668475337614076,True,False,False,False,False,True,1.0
NORT_ARTIC_4,22992,34331,11016,118,45,84,45510,0.31553631843314606,False,False,False,False,False,False,1.0
NORT_ARTIC_4,22995,38199,18246,6,6,93,56457,0.22026743051907746,False,False,False,True,False,True,1.0
NORT_ARTIC_4,23013,39896,13094,76,12,85,53078,0.01794263674797609,False,False,False,False,False,False,0.5894013769831192
NORT_ARTIC_4,23040,44206,14909,180,345,86,59640,9.854776851042207e-84,False,False,False,False,False,False,4.532102376273744e-81
NORT_ARTIC_4,23048,44569,13264,157,189,81,58179,8.099721449024416e-37,False,False,False,False,False,False,1.5964165275005743e-34
NORT_ARTIC_4,23055,48023,15381,55,15,86,63474,0.6761865882330048,False,False,False,False,False,False,1.0
NORT_ARTIC_4,23063,50056,16072,108,9,86,66245,4.30458396420615e-06,False,False,False,False,False,False,0.00034934652995782854
NORT_ARTIC_4,23075,50393,19212,43,10,86,69658,0.1692954801006828,False,False,False,False,False,False,1.0
NORT_ARTIC_4,23664,817,366,8,5,12,1196,0.5558759938775526,False,False,False,True,False,True,1.0
NORT_ARTIC_4,23933,737,186,11,4,2,938,0.5202121342752168,True,True,False,True,False,True,1.0
NORT_ARTIC_4,24099,122,339,3,5,1,469,0.44459015941759217,True,True,False,True,False,True,1.0
NORT_ARTIC_4,24211,331,348,4,4,1,687,1.0,True,True,False,True,False,True,1.0
NORT_ARTIC_4,24462,377,346,6,4,1,733,0.7547398757028932,True,True,False,True,False,True,1.0
NORT_ARTIC_4,25176,1760,661,13,9,2,2443,0.1561163989631436,True,False,False,False,False,True,1.0
NORT_ARTIC_4,25415,1148,1313,12,12,2,2485,0.838054812837747,True,False,False,False,False,True,1.0
NORT_ARTIC_4,25584,22546,57700,109,231,85,80586,0.11579748869649643,False,False,False,False,False,False,1.0
NORT_ARTIC_4,26530,17149,37587,29,52,76,54817,0.40204746505225675,False,False,False,False,False,False,1.0
NORT_ARTIC_4,26709,30789,9776,69,21,80,40655,1.0,False,False,False,False,False,False,1.0
NORT_ARTIC_4,27288,664,183,7,5,1,859,0.14928267943637097,True,True,False,True,False,True,1.0
NORT_ARTIC_4,27407,9720,25116,81,196,15,35113,0.6378962251139398,False,False,False,False,False,False,1.0
NORT_ARTIC_4,29257,510,126,7,3,1,646,0.42669547466144137,True,True,False,True,False,True,1.0
NORT_ARTIC_4,29428,78,467,2,7,1,554,0.6245542566696508,True,True,False,True,False,True,1.0
NORT_ARTIC_4,681,418,788,4,10,1,1220,0.7814561002258031,True,False,False,True,False,True,1.0
NORT_ARTIC_4,1045,1451,353,8,4,1,1816,0.26751037792556853,True,False,False,True,False,True,1.0
NORT_ARTIC_4,1090,1542,480,8,5,1,2035,0.20564345462338476,True,False,False,True,False,True,1.0
NORT_ARTIC_4,1286,419,1506,6,12,1,1943,0.252117938024056,True,False,False,True,False,True,1.0
NORT_ARTIC_4,1311,381,1406,3,13,1,1803,1.0,True,False,False,True,False,True,1.0
NORT_ARTIC_4,1629,1934,643,11,6,1,2594,0.3970804493228676,True,False,False,True,False,True,1.0
NORT_ARTIC_4,1633,4985,1887,35,15,3,6922,0.7504940733444123,True,False,False,False,False,True,1.0
NORT_ARTIC_4,1778,458,1155,4,9,1,1626,0.7674690100966072,True,False,False,True,False,True,1.0
NORT_ARTIC_4,1807,1604,7529,14,55,4,9202,0.5268922915542867,True,False,False,False,False,True,1.0
NORT_ARTIC_4,1826,319,1620,7,16,1,1962,0.08764062229045878,True,False,False,True,False,True,1.0
NORT_ARTIC_4,1844,309,1527,2,11,1,1849,1.0,True,False,False,True,False,True,1.0
NORT_ARTIC_4,2008,834,343,6,6,1,1189,0.12183287481527304,True,False,False,True,False,True,1.0
NORT_ARTIC_4,2239,2287,874,19,8,2,3188,0.8299415984512593,True,False,False,False,False,True,1.0
NORT_ARTIC_4,2285,2394,807,21,8,2,3230,0.8299353435719203,True,False,False,False,False,True,1.0
NORT_ARTIC_4,2307,1504,554,9,4,1,2071,0.7571019482346457,True,False,False,True,False,True,1.0
NORT_ARTIC_4,2952,7005,2158,39,18,2,9220,0.15996124383677146,True,False,False,False,False,True,1.0
NORT_ARTIC_4,3481,5427,3117,45,29,5,8618,0.6293826054876757,True,False,False,False,False,True,1.0
NORT_ARTIC_4,3516,5262,1482,45,16,4,6805,0.43769293524307684,True,False,False,False,False,True,1.0
NORT_ARTIC_4,3610,1457,2039,11,17,2,3524,0.8496930823954713,True,False,False,False,False,True,1.0
NORT_ARTIC_4,3673,515,1487,8,16,1,2026,0.4804616304954451,True,False,False,False,False,True,1.0
NORT_ARTIC_4,4106,788,360,7,5,1,1160,0.5331908687132438,True,False,False,True,False,True,1.0
NORT_ARTIC_4,4863,720,1611,7,11,1,2349,0.45213627394201417,True,False,False,False,False,True,1.0
NORT_ARTIC_4,5275,7542,6784,40,41,3,14407,0.5783288442545014,True,False,False,False,False,True,1.0
NORT_ARTIC_4,5319,2437,815,15,4,1,3271,0.7969665533431474,True,False,False,True,False,True,1.0
NORT_ARTIC_4,5398,3318,1458,29,12,2,4817,1.0,True,False,False,False,False,True,1.0
NORT_ARTIC_4,5508,1514,5665,16,35,3,7230,0.08439604766967551,True,False,False,False,False,True,1.0
NORT_ARTIC_4,5593,3862,4771,25,28,3,8686,0.7822301568898546,True,False,False,False,False,True,1.0
NORT_ARTIC_4,5652,1117,371,8,3,1,1499,0.7408582435170857,True,False,False,True,False,True,1.0
NORT_ARTIC_4,5661,8306,3202,57,28,4,11593,0.3309115054296087,True,False,False,False,False,True,1.0
NORT_ARTIC_4,5684,4340,1695,32,17,3,6084,0.33827042600979906,True,False,False,False,False,True,1.0
NORT_ARTIC_4,5823,305,1056,4,8,1,1373,0.48429883658039763,True,False,False,True,False,True,1.0
NORT_ARTIC_4,5843,4778,14539,35,89,5,19441,0.403375297441081,True,False,False,False,False,True,1.0
NORT_ARTIC_4,5860,264,967,2,10,1,1243,1.0,True,False,False,True,False,True,1.0
NORT_ARTIC_4,5928,1392,888,12,10,1,2302,0.5201091405560252,True,False,False,False,False,True,1.0
NORT_ARTIC_4,6063,2068,3548,15,22,2,5653,0.732770916237291,True,False,False,False,False,True,1.0
NORT_ARTIC_4,6569,4676,1768,29,17,3,6490,0.1834590385095791,True,False,False,False,False,True,1.0
NORT_ARTIC_4,6572,2263,753,17,8,2,3041,0.48566323375770715,True,False,False,False,False,True,1.0
NORT_ARTIC_4,6579,2235,760,12,6,1,3013,0.42297395678589034,True,False,False,True,False,True,1.0
NORT_ARTIC_4,6600,2309,868,14,3,1,3194,0.5848783151779182,True,False,False,True,False,True,1.0
NORT_ARTIC_4,6610,2365,952,11,9,1,3337,0.13525498459459429,True,False,False,False,False,True,1.0
NORT_ARTIC_4,6760,1406,3652,9,21,2,5088,0.8383044532167949,True,False,False,False,False,True,1.0
NORT_ARTIC_4,6782,14328,22343,85,160,12,36916,0.16807230436674037,False,False,False,False,False,False,1.0
NORT_ARTIC_4,6798,1082,2031,9,11,1,3133,0.35239255069078945,True,False,False,False,False,True,1.0
NORT_ARTIC_4,6803,3419,5745,22,41,2,9227,0.7940587200854653,True,False,False,False,False,True,1.0
NORT_ARTIC_4,6808,7133,11040,46,74,7,18293,0.9253228812383132,True,False,False,False,False,True,1.0
NORT_ARTIC_4,7451,21131,7929,167,66,12,29293,0.7124429080877115,False,False,False,False,False,False,1.0
NORT_ARTIC_4,7475,4077,543,57,8,3,4685,0.8462643020740583,True,False,False,False,False,True,1.0
NORT_ARTIC_4,7480,2029,403,15,7,2,2454,0.07791119442608369,True,False,False,True,False,True,1.0
NORT_ARTIC_4,7591,2188,1740,25,20,3,3973,1.0,True,False,False,False,False,True,1.0
NORT_ARTIC_4,7601,3417,3631,19,25,2,7092,0.5462486492965253,True,False,False,False,False,True,1.0
NORT_ARTIC_4,7794,2009,590,19,8,2,2626,0.3640835664287725,True,False,False,False,False,True,1.0
NORT_ARTIC_4,8038,613,1066,6,8,1,1693,0.5922322093269257,True,False,False,False,False,True,1.0
NORT_ARTIC_4,8492,2166,1729,26,20,3,3941,1.0,True,False,False,False,False,True,1.0
NORT_ARTIC_4,8576,1375,4170,15,33,3,5593,0.31483806589108726,True,False,False,False,False,True,1.0
NORT_ARTIC_4,8629,659,2280,6,13,1,2958,0.40530393416600463,True,False,False,True,False,True,1.0
NORT_ARTIC_4,8654,576,2106,6,13,1,2701,0.2707726938583267,True,False,False,True,False,True,1.0
NORT_ARTIC_4,8658,567,2084,6,16,1,2673,0.4455593918705214,True,False,False,True,False,True,1.0
NORT_ARTIC_4,8661,552,1991,4,12,1,2559,0.7616294064313444,True,False,False,True,False,True,1.0
NORT_ARTIC_4,8669,9325,28543,67,204,17,38139,0.9437228063054297,False,False,False,False,False,False,1.0
NORT_ARTIC_4,8674,982,3312,8,24,2,4326,0.8325225699663332,True,False,False,False,False,True,1.0
NORT_ARTIC_4,8677,491,1896,5,12,1,2404,0.3688924659040949,True,False,False,True,False,True,1.0
NORT_ARTIC_4,8758,45,33,3,2,1,83,1.0,True,True,False,True,False,True,1.0
NORT_ARTIC_4,9511,19220,10152,141,82,11,29595,0.48084304276880463,False,False,False,False,False,False,1.0
NORT_ARTIC_4,9519,2208,614,15,2,1,2839,0.5531617164957652,True,False,False,True,False,True,1.0
NORT_ARTIC_4,9529,2378,766,12,8,1,3164,0.11800740646946578,True,False,False,True,False,True,1.0
NORT_ARTIC_4,9531,10853,4828,65,27,4,15773,0.8214469214081062,True,False,False,False,False,True,1.0
NORT_ARTIC_4,9589,5003,1891,28,16,2,6938,0.23433408257341737,True,False,False,False,False,True,1.0
NORT_ARTIC_4,9602,22571,7948,135,56,7,30710,0.3209739830940965,True,False,False,False,False,True,1.0
NORT_ARTIC_4,9662,1606,1331,15,12,1,2964,1.0,True,False,False,False,False,True,1.0
NORT_ARTIC_4,9789,1597,6204,8,45,3,7854,0.39557141192424705,True,False,False,False,False,True,1.0
NORT_ARTIC_4,10184,10215,2793,95,23,8,13126,0.6537030570765086,True,False,False,False,False,True,1.0
NORT_ARTIC_4,10333,762,1156,5,10,1,1933,0.7926613957480326,True,False,False,False,False,True,1.0
NORT_ARTIC_4,10363,728,2006,6,12,1,2752,0.5926420069362701,True,False,False,True,False,True,1.0
NORT_ARTIC_4,10370,719,2011,6,13,1,2749,0.604890488846805,True,False,False,False,False,True,1.0
NORT_ARTIC_4,10387,2141,8338,22,76,3,10577,0.6152076779286928,True,False,False,False,False,True,1.0
NORT_ARTIC_4,10777,3420,4216,23,29,2,7688,1.0,True,False,False,False,False,True,1.0
NORT_ARTIC_4,10795,1118,552,10,7,1,1687,0.45178915337375514,True,False,False,False,False,True,1.0
NORT_ARTIC_4,11086,814,728,10,5,1,1557,0.311933629569764,True,False,False,False,False,True,1.0
NORT_ARTIC_4,11092,800,686,6,7,1,1499,0.5909225969720313,True,False,False,False,False,True,1.0
NORT_ARTIC_4,11364,7459,5929,59,52,4,13499,0.6317553035517784,True,False,False,False,False,True,1.0
NORT_ARTIC_4,11393,4621,2718,38,21,2,7398,0.8927566240771583,True,False,False,False,False,True,1.0
NORT_ARTIC_4,11451,4820,1521,33,10,2,6384,1.0,True,False,False,False,False,True,1.0
NORT_ARTIC_4,11566,730,2523,5,12,1,3270,0.5585195334917732,True,False,False,True,False,True,1.0
NORT_ARTIC_4,12238,646,2874,7,21,2,3548,0.33412592202768976,True,False,False,False,False,True,1.0
NORT_ARTIC_4,12272,896,1790,3,19,1,2708,0.06664289712118897,True,False,False,False,False,True,1.0
NORT_ARTIC_4,12366,9471,2414,61,24,5,11970,0.0784955849707584,True,False,False,False,False,True,1.0
NORT_ARTIC_4,12384,855,257,11,6,1,1129,0.24990143276458032,True,False,False,True,False,True,1.0
NORT_ARTIC_4,12538,5841,6826,27,41,2,12735,0.3297513038860468,True,False,False,False,False,True,1.0
NORT_ARTIC_4,12555,11762,12586,75,63,5,24486,0.17178797527887352,True,False,False,False,False,True,1.0
NORT_ARTIC_4,12577,23938,25092,141,152,11,49323,0.8149653433303756,False,False,False,False,False,False,1.0
NORT_ARTIC_4,12617,3166,1894,22,11,2,5093,0.7199146677720523,True,False,False,False,False,True,1.0
NORT_ARTIC_4,12620,11748,7598,76,46,5,19468,0.7805251376785358,True,False,False,False,False,True,1.0
NORT_ARTIC_4,13273,6800,2793,40,25,3,9658,0.10171424553319922,True,False,False,False,False,True,1.0
NORT_ARTIC_4,13369,459,1227,3,10,1,1699,1.0,True,False,False,True,False,True,1.0
NORT_ARTIC_4,13782,1553,255,10,2,1,1820,0.6821133594906377,True,False,False,True,False,True,1.0
NORT_ARTIC_4,13791,31180,9178,707,164,28,41229,0.006093395499692087,False,False,False,False,False,False,0.27201251273451654
NORT_ARTIC_4,13823,2031,485,14,6,1,2536,0.2521996170097768,True,False,False,True,False,True,1.0
NORT_ARTIC_4,13869,5799,1812,32,15,3,7658,0.22781318587383176,True,False,False,False,False,True,1.0
NORT_ARTIC_4,13910,9135,3477,52,27,4,12691,0.20660337803022732,True,False,False,False,False,True,1.0
NORT_ARTIC_4,13912,2012,729,14,5,1,2760,1.0,True,False,False,False,False,True,1.0
NORT_ARTIC_4,13931,1005,825,8,6,1,1844,1.0,True,False,False,False,False,True,1.0
NORT_ARTIC_4,15578,12779,2299,81,12,5,15171,0.6636563899305232,True,False,False,False,False,True,1.0
NORT_ARTIC_4,15580,6451,1042,39,10,3,7542,0.21081878143395258,True,False,False,False,False,True,1.0
NORT_ARTIC_4,15604,2444,463,15,4,1,2926,0.528467019797915,True,False,False,True,False,True,1.0
NORT_ARTIC_4,15651,4956,1083,31,16,3,6086,0.00724004915201669,True,False,False,False,False,True,0.31215170250205293
NORT_ARTIC_4,15667,9080,2350,54,24,4,11508,0.03420809172144677,True,False,False,False,False,True,0.8739956273769642
NORT_ARTIC_4,15668,9702,2166,60,18,4,11946,0.30205902007126434,True,False,False,False,False,True,1.0
NORT_ARTIC_4,15753,2394,2232,20,17,2,4663,0.8693151183322282,True,False,False,False,False,True,1.0
NORT_ARTIC_4,15785,1153,2628,7,14,1,3802,0.8133137945829344,True,False,False,False,False,True,1.0
NORT_ARTIC_4,15821,4697,15664,26,86,4,20473,1.0,True,False,False,False,False,True,1.0
NORT_ARTIC_4,15827,2968,9187,31,53,3,12239,0.010621985612893996,True,False,False,False,False,True,0.41475847596007787
NORT_ARTIC_4,15872,1692,5195,13,29,2,6929,0.3684008442454193,True,False,False,False,False,True,1.0
NORT_ARTIC_4,15882,5009,11722,35,86,6,16852,0.8428130971982482,True,False,False,False,False,True,1.0
NORT_ARTIC_4,15911,15524,19641,110,97,7,35372,0.011338305902897035,True,False,False,False,False,True,0.43054356084487
NORT_ARTIC_4,15918,8288,7631,43,49,4,16011,0.3464866173898057,True,False,False,False,False,True,1.0
NORT_ARTIC_4,15920,2895,3832,24,31,2,6782,1.0,True,False,False,False,False,True,1.0
NORT_ARTIC_4,16051,346,368,5,3,1,722,0.4946220511189925,True,True,False,True,False,True,1.0
NORT_ARTIC_4,16256,40278,11470,249,87,16,52084,0.11360714236586401,False,False,False,False,False,False,1.0
NORT_ARTIC_4,16258,11176,3882,84,34,7,15176,0.46012737719869257,True,False,False,False,False,True,1.0
NORT_ARTIC_4,16263,10192,3397,55,25,3,13669,0.1971175624511448,True,False,False,False,False,True,1.0
NORT_ARTIC_4,16266,2421,882,16,4,1,3323,0.6181744041352181,True,False,False,False,False,True,1.0
NORT_ARTIC_4,16275,3153,1544,21,9,2,4727,0.846734039617619,True,False,False,False,False,True,1.0
